ID,Locality,Assemblage,GeoLayer.Name,Country,Locality.Type,X,Y,Technocomplex,Geostrat..Info..age.min,Geostrat..Info..age.max,Geostrat..Info..correlation,Geostrat..Info..mis,NISP.Sum.class.Mammalia,NISP.Sum.order.Rodentia,NISP.Sum.family.Anatidae,Alces_NISP,Bison_NISP,Bos_NISP,Canis_NISP,Capra_NISP,Capreolus_NISP,Cervus_NISP,Coelodonta_NISP,Dama_NISP,Equus_NISP,Mammuthus_NISP,Megaloceros_NISP,Ovibos_NISP,Ovis_NISP,Palaeoloxodon_NISP,Rangifer_NISP,Saiga_NISP,Stephanorhinus_NISP,Sus_NISP,Ursus_NISP,Panthera_NISP,meanage,sdage,totalNISP,millie,RD_Suitability
8,Abri Pataud,Abri Pataud Level 2 fauna,Level 2,France,rock shelter,1.012781,44.936947,UP/ Gravettian,19130,22600,14C (radiocarbon) dating,NA,1511,57,NA,0,0,0,0.01582,0.05021,0.00069,0.02613,0,0,0.02751,0.00069,0,0,0,0,0.84938,0,0,0,0,0.00138,25095,1,1454,25000,0.73740536
9,Abri Pataud,Abri Pataud Level 3 fauna,Level 3,France,rock shelter,1.012781,44.936947,UP/ Gravettian,18190,25100,14C (radiocarbon) dating,NA,2334,28,NA,0,0,0,0.00173,0.01474,0.00043,0.00824,0,0,0.02862,0.00043,0,0,0,0,0.90199,0,0,0.00087,0.00043,0,27228,1,2306,27000,0.728000104
10,Abri Pataud,Abri Pataud Level 4 fauna,Level 4,France,rock shelter,1.012781,44.936947,UP/ Gravettian,25400,27900,14C (radiocarbon) dating,NA,18222,4,NA,0,0,0,0.00011,0.00428,0.00258,0.01471,0,0,0.00752,0,0,0,0,0,0.94972,0,0,0.00022,0.00016,0.00016,31126,1,18218,31000,0.69972837
11,Abri Pataud,Abri Pataud Level 5 fauna,Level 5,France,rock shelter,1.012781,44.936947,UP/ Gravettian,21000,29500,14C (radiocarbon) dating,NA,21796,6,NA,0,0,5.00E-05,0.00179,0.00211,0.00046,0.00789,0,0,0.00202,0.00023,0,5.00E-05,0,0,0.96921,0,0,0.00028,0.00028,0,30963,1,21790,31000,0.69972837
13,Abri Pataud,Abri Pataud Level 7 fauna,Level 7,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,28850,33350,14C (radiocarbon) dating,NA,607,39,NA,0,0,0,0.00176,0.00704,0.01232,0.14085,0,0,0.1162,0.00352,0,0,0,0,0.69542,0,0,0.00528,0,0,36519,1,568,37000,0.613986194
14,Abri Pataud,Abri Pataud Level 8 fauna,Level 8,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,30900,33550,14C (radiocarbon) dating,NA,102,81,NA,0,0,0,0,0.04762,0,0.14286,0,0,0.28571,0,0,0,0,0,0.14286,0,0,0.14286,0,0,36133,1,21,36000,0.634593368
15,Abri Pataud,Abri Pataud Level 9 fauna,Level 9,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,32900,33900,14C (radiocarbon) dating,NA,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37860,1,1,38000,0.588448524
16,Abri Pataud,Abri Pataud Level 10 fauna,Level 10,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,33150,34150,14C (radiocarbon) dating,NA,3,0,NA,0,0,0,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38986,1,3,39000,0.616099536
17,Abri Pataud,Abri Pataud Level 11 fauna,Level 11,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,31200,34700,14C (radiocarbon) dating,NA,437,0,NA,0,0,0,0.01602,0,0,0.00458,0,0,0.82151,0.00229,0,0,0,0,0,0,0,0.00458,0.00229,0,38740,1,437,39000,0.616099536
18,Abri Pataud,Abri Pataud Level 12 fauna,Level 12,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,30500,34900,14C (radiocarbon) dating,NA,180,0,NA,0,0,0,0.02222,0.00556,0,0,0,0,0.20556,0,0,0,0,0,0.71667,0,0,0,0,0,38360,1,180,38000,0.588448524
19,Abri Pataud,Abri Pataud Level 13 fauna,Level 13,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,33650,35450,14C (radiocarbon) dating,NA,226,2,NA,0,0,0,0,0,0,0.01339,0,0,0,0,0,0,0,0,0.98661,0,0,0,0,0,39706,1,224,40000,0.637296557
20,Abri Pataud,Abri Pataud Level 14 fauna,Level 14,France,rock shelter,1.012781,44.936947,UP/ Aurignacian,32540,36450,14C (radiocarbon) dating,NA,1500,0,NA,0,0,0,0,0.00067,0,0.00667,0,0,0.00067,0,0,0,0,0,0.98733,0,0,0,0,0,39922,1,1500,40000,0.637296557
157,Arlanpe,Arlanpe SQ2 level VI fauna,Nivel VI,Spain,cave,-2.763036,43.192885,MP/ Middle Paleolithic - Eurasia,70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating",6-5e,72,0,NA,0,0,0,0,0.22222,0,0.01389,0,0,0,0,0,0,0,0,0,0,0,0.22222,0.22222,0,184271,0.676935324,72,184000,NA
158,Arlanpe,Arlanpe SQ2 level 5 fauna,Nivel 5,Spain,cave,-2.763036,43.192885,MP/ Middle Paleolithic - Eurasia,70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating",6-5e,39,0,NA,0,0,0,0,0.07692,0.05128,0,0,0,0,0,0,0,0,0,0,0,0,0.41026,0.41026,0,184271,0.676935324,39,184000,NA
163,Arlanpe,Arlanpe SQ3 level D fauna,Nivel D,Spain,cave,-2.763036,43.192885,MP/ Middle Paleolithic - Eurasia,70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating",6-5e,292,0,NA,0,0,0,0,0.16438,0.02055,0.0137,0,0,0,0,0,0,0,0,0.00342,0,0,0.07534,0.07534,0.00685,184271,0.676935324,292,184000,NA
231,Azokh-1 Cave,"Azokh 1, Unit II/III, coll. 2002-2009 micromammals",Unit II,Azerbaijan,cave,46.98842,39.61997,MP/ Mousterian - Eurasia,0,197000,ESR (electron spin resonance) dating,NA,16,15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107987,0.963571,1,108000,NA
233,Azokh-1 Cave,"Azokh 1, Unit II, coll. 2002-2009 micromammals",Unit II,Azerbaijan,cave,46.98842,39.61997,MP/ Mousterian - Eurasia,0,197000,ESR (electron spin resonance) dating,NA,145,98,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107987,0.963571,47,108000,NA
261,Ban Fa Suai II,"Unit 2, Fauna",Unit 2,Thailand,cave,98.8093,19.4086,,41800,59900,ESR (electron spin resonance) dating,NA,1253,0,NA,0,0,0.02554,0,0,0,0.06784,0,0,0,0,0,0,0,0,0,0,0,0.05267,0.00559,0.00319,53443,0.999999991,1253,53000,NA
262,Ban Fa Suai II,"Unit 2, micromammals",Unit 2,Thailand,cave,98.8093,19.4086,,41800,59900,ESR (electron spin resonance) dating,NA,137,136,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53443,0.999999991,1,53000,NA
343,Bisnik Cave,Bisnik Cave layer 12 fauna,Layer 12,Poland,cave,19.665,50.426389,MP/ Middle Paleolithic - Eurasia,110000,115000,"geology (based on position of layers), OSL (optically stimulated thermoluminescence) dating, TL (thermoluminescence) dating",5d,478,464,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91109,0.997954685,14,91000,NA
344,Bisnik Cave,Bisnik Cave layer 11 fauna,Layer 11,Poland,cave,19.665,50.426389,MP/ Middle Paleolithic - Eurasia,90000,110000,"geology (based on position of layers), TL (thermoluminescence) dating",5c,177,165,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66000,1,12,66000,0.406101942
345,Bisnik Cave,Bisnik Cave layer 10 fauna,Layer 10,Poland,cave,19.665,50.426389,MP/ Middle Paleolithic - Eurasia,70000,90000,"geology (based on position of layers), TL (thermoluminescence) dating",5b,495,491,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48006,0.999626136,4,48000,0.384365439
346,Bisnik Cave,Bisnik Cave layer 9 fauna,Layer 9,Poland,cave,19.665,50.426389,MP/ Middle Paleolithic - Eurasia,70000,90000,"geology (based on position of layers), TL (thermoluminescence) dating",5a,315,309,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95915,0.999729044,6,96000,NA
347,Bisnik Cave,Bisnik Cave layer 8 fauna,Layer 8,Poland,cave,19.665,50.426389,MP/ Micoquian,60000,74000,"geology (based on position of layers), TL (thermoluminescence) dating",4,1293,1276,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106759,0.999929507,17,107000,NA
348,Bisnik Cave,Bisnik Cave layer 7 fauna,Layer 7,Poland,cave,19.665,50.426389,MP/ Micoquian,40000,70000,"geology (based on position of layers), OSL (optically stimulated thermoluminescence) dating, TL (thermoluminescence) dating",45750,1220,1193,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65685,1,27,66000,0.406101942
352,Bisnik Cave,Bisnik Cave layer 3 fauna,Layer 3,Poland,cave,19.665,50.426389,UP/ Upper Paleolithic - Eurasia,25000,40000,"geology (based on position of layers), TL (thermoluminescence) dating",3,755,751,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55709,0.999693784,4,56000,0.341602445
366,Boh Dambang,"Boh Dambang, Fauna",Cave sediment,Cambodia,cave,104.276358,10.679672,,7000,105000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating, U series (uranium-thorium) dating",2,536,38,NA,0,0,0.15462,0.01406,0,0,0.11847,0,0,0,0,0,0,0,0,0,0,0,0.12851,0.01004,0.01004,32070,0.459988984,498,32000,NA
370,Bollschweil,Bollschweil fauna,GE-1,Germany,open air,7.778593,47.932644,MP/ Middle Paleolithic - Eurasia,81000,163000,"ESR (electron spin resonance) dating, geology (based on position of layers)",45813,299,0,NA,0,0,0,0,0,0,0.01672,0.04682,0,0.09365,0.76589,0,0,0,0,0,0,0,0.00334,0.00334,0,105888,0.987557947,299,106000,NA
420,Bondi Cave,Bondi Cave fauna layer IV - V,Layer IV,Georgia,cave,43.280426,42.330045,UP/ Upper Paleolithic - Eurasia,19240,27360,14C (radiocarbon) dating,NA,16,0,NA,0,0.0625,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,31161,1,16,31000,0.446841508
433,Bondi Cave,Bondi Cave fauna layer V,Layer Va,Georgia,cave,43.280426,42.330045,UP/ Upper Paleolithic - Eurasia,30500,35950,"14C (radiocarbon) dating, geology (based on position of layers)",NA,62,0,NA,0,0.04839,0,0.03226,0.14516,0,0.03226,0,0,0,0,0,0,0,0,0,0,0,0.06452,0.01613,0,39587,0.933333333,62,40000,0.452935159
437,Bondi Cave,Bondi Cave fauna layer V?,Layer Va,Georgia,cave,43.280426,42.330045,UP/ Upper Paleolithic - Eurasia,30500,35950,"14C (radiocarbon) dating, geology (based on position of layers)",NA,30,0,NA,0,0.13333,0,0.03333,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333,0,0,21977,0.75,30,22000,0.573971748
441,Bondi Cave,Bondi Cave fauna layer V - VI,Layer VI,Georgia,cave,43.280426,42.330045,,30630,50400,14C (radiocarbon) dating,NA,17,0,NA,0,0,0,0,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05882,0.05882,0,35591,1,17,36000,0.407748848
446,Bondi Cave,Bondi Cave fauna layer VI,Layer VI,Georgia,cave,43.280426,42.330045,,30630,50400,14C (radiocarbon) dating,NA,27,0,NA,0,0.11111,0,0.03704,0.07407,0.03704,0,0,0,0,0,0,0,0,0,0,0,0,0.14815,0.03704,0,35591,1,27,36000,0.407748848
449,Bondi Cave,Bondi Cave fauna layer VII,Layer VII,Georgia,cave,43.280426,42.330045,MP/ Mousterian - Eurasia,34730,48600,14C (radiocarbon) dating,NA,8,0,NA,0,0.125,0,0.25,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,42515,1,8,43000,0.463463932
450,Bondi Cave,Bondi Cave fauna layer VII - VIII,Layer VII,Georgia,cave,43.280426,42.330045,MP/ Mousterian - Eurasia,34730,48600,14C (radiocarbon) dating,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42515,1,1,43000,0.463463932
475,Breuil,Breuil Layer Br Fauna,Layer d,Italy,cave,13.036706,41.239253,MP/ Middle Paleolithic - Eurasia,40000,50000,"ESR (electron spin resonance) dating, geology (based on position of layers)",NA,310,0,NA,0,0,0.12903,0.02903,0.07097,0.1129,0.54194,0,0.00645,0.04516,0,0,0,0,0,0,0,0,0.00645,0.00323,0,35195,0.999902574,310,35000,0.248634651
476,Breuil,Breuil Layer B 3/4 Fauna,Layer d,Italy,cave,13.036706,41.239253,MP/ Middle Paleolithic - Eurasia,40000,50000,"ESR (electron spin resonance) dating, geology (based on position of layers)",NA,396,0,NA,0,0,0.05556,0.05556,0.46717,0.03535,0.28283,0,0.02273,0.02273,0,0,0,0,0,0,0,0,0.02525,0.02525,0,35593,0.999926931,396,36000,0.24083674
504,Buran Kaya III,Buran Kaya III Layer 6.1 Fauna,layer 6.1,Ukraine,cave,34.4045,45.0029,UP/ Gravettian,10000,30000,stratigraphy,NA,1782,145,NA,0,0.0391,0,0.00916,0,0,0.00244,0.00061,0,0.09957,0,0,0,0,0,0.00061,0.416,0,0.00122,0.00122,0,36222,1,1637,36000,0.379236996
505,Buran Kaya III,Buran Kaya III Layer 6.2 Fauna,layer 6.2,Ukraine,cave,34.4045,45.0029,UP/ Gravettian,30000,33000,14C (radiocarbon) dating,NA,243,4,NA,0,0.0251,0,0.01255,0,0,0,0,0,0.03347,0,0,0,0,0,0.00418,0.61088,0,0,0,0,35202,1,239,35000,0.38415876
508,Buran Kaya III,Buran Kaya III Layer 6.5 Fauna,layer 6.5,Ukraine,cave,34.4045,45.0029,UP/ Aurignacian,28000,33000,"14C (radiocarbon) dating, stratigraphy",NA,34,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33123,1,15,33000,0.407974601
509,Buran Kaya III,Buran Kaya III Layer B Fauna,layer B,Ukraine,cave,34.4045,45.0029,MP/ Micoquian,28000,34000,"14C (radiocarbon) dating, stratigraphy",NA,138,132,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33113,1,6,33000,0.407974601
510,Buran Kaya III,Buran Kaya III Layer C Fauna,layer C,Ukraine,cave,34.4045,45.0029,MP/ Szeletian,32000,39000,"14C (radiocarbon) dating, stratigraphy",NA,101,32,NA,0,0,0,0.01449,0,0,0,0,0,0.05797,0,0,0,0,0,0,0.14493,0,0,0,0,36505,1,69,37000,0.365042597
512,Burgtonna,"Burgtonna L2, Micromammals",L2,Germany,open air,10.731923,51.073936,MP/ Middle Paleolithic - Eurasia,116000,130000,"U series (uranium-thorium) dating, fauna, geology (based on position of layers), macrobotanical remains",5e,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103089,1,0,103000,NA
513,Burgtonna,"Burgtonna L2, Fauna",L2,Germany,open air,10.731923,51.073936,MP/ Middle Paleolithic - Eurasia,116000,130000,"U series (uranium-thorium) dating, fauna, geology (based on position of layers), macrobotanical remains",5e,89,0,NA,0,0.21348,0,0,0,0,0,0,0,0.07865,0,0,0,0,0.21348,0,0,0,0.06742,0.02247,0.01124,103089,1,89,103000,NA
524,Caours,Caours N1 macrofauna,5,France,open air,1.8830556,50.131389,MP/ Middle Paleolithic - Eurasia,109000,139000,ESR (electron spin resonance) dating,5e,863,0,NA,0,0,0.04983,0.00116,0,0.00348,0.13905,0,0.03476,0,0,0,0,0,0.00116,0,0,0,0.00579,0.00116,0,124000,0.999999798,863,124000,NA
582,Chagyrskaya,Chagyrskaya stratum 5 small mammal fauna,Stratum 5,Russia,cave,83.1263,51.422,,33590,49000,14C (radiocarbon) dating,NA,351,332,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39086,1,19,39000,0.491367728
585,Chagyrskaya,Chagyrskaya stratum 6c/1 small mammal fauna,Stratum 6 c 1,Russia,cave,83.1263,51.422,MP/ Middle Paleolithic - Eurasia,45191,52000,14C (radiocarbon) dating,NA,181,168,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47961,1,13,48000,0.467176467
586,Chagyrskaya,Chagyrskaya stratum 6c/2 small mammal fauna,Stratum 6 c 2,Russia,cave,83.1263,51.422,MP/ Middle Paleolithic - Eurasia,45191,48999,14C (radiocarbon) dating,NA,28,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,1,3,52000,0.432610512
590,Chagyrskaya,Chagyrskaya stratum 5 large mammal fauna,Stratum 5,Russia,cave,83.1263,51.422,,33590,49000,14C (radiocarbon) dating,NA,2155,995,NA,0,0.03793,0,0.03707,0.17845,0,0.01552,0.01466,0,0.08103,0.04224,0,0,0.08879,0,0.00517,0.00776,0,0.00603,0.00603,0.00431,39086,1,1160,39000,0.491367728
593,Chagyrskaya,Chagyrskaya stratum 6c large mammal fauna,Stratum 6 c 1,Russia,cave,83.1263,51.422,MP/ Middle Paleolithic - Eurasia,45191,52000,14C (radiocarbon) dating,NA,1023,94,NA,0,0.5436,0,0.04952,0.08827,0,0.01292,0.00108,0,0.06566,0.00969,0,0,0.03875,0,0.00646,0.00215,0,0.00323,0.00323,0.00323,47961,1,929,48000,0.467176467
616,Coc Muoi cave,"Coc Muoi Cave, Fauna",Layer 1,Vietnam,cave,106.435033,22.355983,,117000,148000,"IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,1244,0,NA,0,0,0.06672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22508,0.02251,0.00563,145227,0.999189822,1244,145000,NA
617,Coc Muoi cave,"Coc Muoi Cave, micromammals",Layer 1,Vietnam,cave,106.435033,22.355983,,117000,148000,"IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145227,0.999189822,0,145000,NA
779,Cova del Gegant,Cova del Gegant Episode 3a Microfaunal Remains,Episode 3a,Spain,cave,1.7743,41.2235,MP/ Mousterian - Eurasia,47500,51100,U series (uranium-thorium) dating,3,19,18,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49400,1,1,49000,0.342867404
780,Cova del Gegant,Cova del Gegant Episode 1 Microfaunal Remains,Episode 1,Spain,cave,1.7743,41.2235,MP/ Mousterian - Eurasia,50900,60500,OSL (optically stimulated thermoluminescence) dating,3,61,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55686,1,37,56000,0.29154098
781,Cova del Gegant,Cova del Gegant Episoede 2 Microfaunal Remains,Episode 2,Spain,cave,1.7743,41.2235,MP/ Mousterian - Eurasia,56100,63900,OSL (optically stimulated thermoluminescence) dating,3,8,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60081,1,4,60000,0.267612487
785,Covalejos,Covalejos level B fauna,Nivel B,Spain,cave,-3.9333,43.397,UP/ Aurignacian,30130,30630,14C (radiocarbon) dating,NA,317,0,NA,0,0,0,0,0.01893,0.0694,0.51104,0,0,0.09148,0,0.00315,0,0,0,0.00631,0,0,0.00315,0,0,34680,1,317,35000,0.658313453
788,Covalejos,Covalejos level B-C fauna,Nivel B,Spain,cave,-3.9333,43.397,UP/ Aurignacian,30130,30630,14C (radiocarbon) dating,NA,68,0,NA,0,0,0,0,0.01471,0,0.97059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34680,1,68,35000,0.658313453
791,Covalejos,Covalejos level H fauna,Nivel H,Spain,cave,-3.9333,43.397,MP/ Mousterian - Eurasia,42500,87857,"archaeological (cultural) stratigraphy, geology (based on position of layers)",NA,219,0,NA,0,0,0,0,0.00457,0.03196,0.59817,0,0,0.04566,0,0,0,0,0,0,0,0,0.00457,0,0,38344,0.999999872,219,38000,0.628393829
799,Covolo De Nadale,Covolo De Nadale Unit 7 Fauna,Unit 7,Italy,cave,11.3,45.26,MP/ Mousterian - Eurasia,57000,71000,"U series (uranium-thorium) dating, geology (based on position of layers), biostratigraphy (small mammal)",4,20903,0,NA,0,0.00282,0.00234,0.00014,0.00019,0.00067,0.00392,0,0,0,0,0.00407,0,0,0,0,0,0,0.00072,0.00072,0,70100,1,20903,70000,NA
950,Denisova Central chamber,Denisova central chamber Layer 9 Fauna,Layer 09,Russia,cave,84.6775,51.3976,,38000,62000,TL (thermoluminescence) dating,5a,607,497,NA,0,0,0,0.01818,0.12727,0,0.01818,0.00909,0,0.09091,0,0,0,0.02727,0,0,0.01818,0,0.01818,0.01818,0,50000,0.993791065,110,50000,0.487994462
959,Denisova Central chamber,Denisova central chamber Layer 14 Fauna,Layer 14,Russia,cave,84.6775,51.3976,,52000,86000,TL (thermoluminescence) dating,NA,868,669,NA,0,0.01005,0,0.09045,0.05025,0.03015,0.02513,0.03015,0,0.05528,0.0603,0,0,0.05025,0,0,0,0,0.07035,0.07035,0,69000,0.998026598,199,69000,0.591042995
963,Denisova Central chamber,Denisova central chamber Layer 21 Fauna,Layer 21,Russia,cave,84.6775,51.3976,,124000,186000,TL (thermoluminescence) dating,NA,750,592,NA,0,0.00633,0,0.05063,0.00633,0.00633,0,0.00633,0,0,0.01266,0,0,0,0,0,0,0,0.05063,0.05063,0,155000,0.926690951,158,155000,NA
968,Denisova East chamber,Denisova East chamber Layer 9 Fauna,Denisova East chamber layer 9,Russia,cave,84.6775,51.3976,,0,38000,stratigraphy,NA,254,160,NA,0,0.10638,0,0.05319,0.2234,0.02128,0.03191,0.02128,0,0.06383,0.01064,0.01064,0,0.17021,0,0,0,0,0.01064,0,0,38000,0.977252867,94,38000,0.492370248
969,Denisova East chamber,Denisova East chamber Layer 11.1 Fauna,Denisova East chamber layer 11.1,Russia,cave,84.6775,51.3976,,29000,55000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,811,574,NA,0,0.09283,0,0.03797,0.19409,0.00422,0.01266,0.02532,0,0.09705,0.00422,0,0,0.14346,0,0,0.00422,0,0.01266,0.00422,0,49000,0.999999329,237,49000,0.493579775
970,Denisova East chamber,Denisova East chamber Layer 11.2 Fauna,Denisova East chamber layer 11.2,Russia,cave,84.6775,51.3976,,49000,69000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,2162,1024,NA,0,0.10193,0,0.07206,0.22232,0.0246,0.02373,0.01406,0,0.0949,0.00264,0.00351,0,0.14148,0,0.00264,0.00967,0,0.0167,0.00439,0.00264,63000,1,1138,63000,0.51242739
971,Denisova East chamber,Denisova East chamber Layer 11.3 Fauna,Denisova East chamber layer 11.3,Russia,cave,84.6775,51.3976,,62000,89000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,1816,623,NA,0.00084,0.08131,0,0.05365,0.19866,0.03856,0.03604,0.03688,0,0.11819,0.0109,0.00419,0,0.11987,0,0.00084,0.02431,0,0.04023,0.01006,0,70000,1,1193,70000,NA
972,Denisova East chamber,Denisova East chamber Layer 11.4 Fauna,Denisova East chamber layer 11.4,Russia,cave,84.6775,51.3976,,94000,131000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,1166,556,NA,0.00164,0.08197,0,0.07541,0.14918,0.04754,0.0459,0.03115,0,0.10492,0.01475,0.0082,0,0.0918,0,0,0.01311,0,0.02131,0,0.00328,105000,1,610,105000,NA
973,Denisova East chamber,Denisova East chamber Layer 12.1 Fauna,Denisova East chamber layer 12.1,Russia,cave,84.6775,51.3976,,109000,131000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,582,483,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,99,120000,NA
974,Denisova East chamber,Denisova East chamber Layer 12.2 Fauna,Denisova East chamber layer 12.2,Russia,cave,84.6775,51.3976,,128000,140000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,401,346,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000,1,55,129000,NA
975,Denisova East chamber,Denisova East chamber Layer 12.3 Fauna,Denisova East chamber layer 12.3,Russia,cave,84.6775,51.3976,,131000,151000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,689,618,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000,0.999999998,71,141000,NA
976,Denisova East chamber,Denisova East chamber Layer 13 Fauna,Denisova East chamber layer 13,Russia,cave,84.6775,51.3976,,135000,171000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,2022,1666,NA,0,0.03371,0,0.04775,0.10955,0.01685,0.01124,0.03933,0,0.07584,0.00562,0,0,0.07584,0,0,0.00843,0,0.00562,0.00281,0,156000,0.998323462,356,156000,NA
1040,Dzudzuana Cave,Dzudzuana Cave Unit C Fauna,Unit C,Georgia,cave,43.316331,42.31259,UP/ Upper Paleolithic - Eurasia,19620,25870,14C (radiocarbon) dating,NA,700,0,NA,0,0.01286,0,0,0.39714,0,0.01857,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,25273,1,700,25000,0.552787364
1041,Dzudzuana Cave,Dzudzuana Cave Unit D Fauna,Unit D,Georgia,cave,43.316331,42.31259,UP/ Upper Paleolithic - Eurasia,26060,30460,14C (radiocarbon) dating,NA,113,0,NA,0,0.00885,0,0,0.61947,0,0,0,0,0.00885,0,0,0,0,0,0,0,0,0.00885,0,0,31182,1,113,31000,0.436125815
1044,Dzudzuana Cave,Dzudzuana Cave Unit C upper area Fauna,Unit C,Georgia,cave,43.316331,42.31259,UP/ Upper Paleolithic - Eurasia,19620,25870,14C (radiocarbon) dating,NA,86,0,NA,0,0.03488,0,0,0.27907,0,0.05814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25273,1,86,25000,0.552787364
1085,El Castillo,El Castillo Exc. 1910-14 Unit 12 fauna,Unit 12,Spain,cave,-3.966,43.292,,11780,41100,geology (based on position of layers),NA,605,0,NA,0,0,0,0,0.07438,0.00496,0.35207,0,0,0.52727,0,0,0,0,0,0,0,0.00165,0.00331,0.00331,0.00661,30108,1,605,30000,0.715884507
